Name of the college,Affiliated To University,College address,District,State,Status,Year of Estb.,Teaching Upto,Govt or Non Govt,Aided or Unaided,source,street,locality,landmark,pin_code,extracted_district,completeness_score,final_district,has_valid_pin,has_valid_district
Ishan Institute of Law,"Choudhary Charan Singh Haryana Agricultural University, Hisar","Plot No. 1A/2, Knowledge Park-1, Greater Noida, Distt. Gautam Budh Nagar – 201 310, Uttar Pradesh",Gautam Buddha Nagar,Uttar Pradesh,2(f) and 12(B),2014.0,Bachelor's,Non Government,Unaided,colleges,Plot No. 1A/2,Knowledge Park,,,,0.6000000000000001,Gautam Buddha Nagar,False,True
Ishan Institute of Management & Technology,"Choudhary Charan Singh Haryana Agricultural University, Hisar","Plot No. 2, Knowledge Park-1, Greater Noida, Distt. Gautam Budh Nagar – 201 310, Uttar Pradesh",Gautam Buddha Nagar,Uttar Pradesh,2(f) and 12(B),2015.0,Bachelor's,Non Government,Unaided,colleges,Plot No. 2,Knowledge Park,,,,0.6000000000000001,Gautam Buddha Nagar,False,True
Ishrawati Devi Mahavidyalaya,"Dr Ram Manohar Lohia Awadh University, Faizabad","Kammarpur, Haripur, Sultanpur – 228 161 , Uttar Pradesh",Sultanpur,Uttar Pradesh,2(f) and 12(B),2014.0,Bachelor's,Non Government,Unaided,colleges,Kammarpur,Haripur,,,,0.6000000000000001,Sultanpur,False,True
Ishwar Deshmukh College of Physical Education,"Rashtrasant Tukadoji Maharaj Nagpur  University, Nagpur","Hanuman Nagar, Nagpur-440 009",,Maharashtra,2(f) and 12(B),1983.0,Master's,Non Government,,colleges,Hanuman Nagar,Nagpur,,,,0.6000000000000001,,False,True
Ishwar Prasad Mahavidyalaya,"Mahatma Gandhi Kashi Vidyapeeth, Varanasi","Deura Raja (Tendu), Robertsganj, Sonbhadra - 231 216",,Uttar Pradesh,2(f) and 12(B),2015.0,Bachelor's,Non Government,Unaided,colleges,Deura Raja (Tendu),Robertsganj,,,,0.6000000000000001,,False,True
Ishwardeen Bhagwat Singh Mahavidyalaya,"Prof. Rajendra Singh (Rajju Bhaiya) University, Prayagraj","Dendasai, Dhata, Khaga, Fatehpur - 212 656",Fatehpur,Uttar Pradesh,2(f),2013.0,Bachelor's,Non Government,Unaided,colleges,Dendasai,Dhata,,,,0.6000000000000001,Fatehpur,False,True
Ishwari Prasad Ramkali Devi Mahavidyalaya,"M.J.P.Rohilkhand University, Bareilly","Vill. Virasin, Nigohi, Shahjahanpur - 242 407",,Uttar Pradesh,2(f) and 12(B),2015.0,Bachelor's,Non Government,Unaided,colleges,Vill. Virasin,Nigohi,,,,0.6000000000000001,,False,True
Ishwari Prasad Ramkali Devi Mahavidyalaya,"M.J.P.Rohilkhand University, Bareilly","Vill. Virasin, Nigohi, Shahjahanpur - 242 407",Shahjahanpur,Uttar Pradesh,2(f) and 12(B),2015.0,Bachelor's,Non Government,Unaided,colleges,Vill. Virasin,Nigohi,,,,0.6000000000000001,Shahjahanpur,False,True
ISIC Institute of Rehabilition Sciences,"Guru Gobind Singh Indraprastha University, Dwarka","Sector – C, Vasant Kunj, Delhi – 110 070",,Delhi,2(f),2004.0,Master's,Non Government,Unaided,colleges,Sector – C,Vasant Kunj,,,,0.6000000000000001,,False,True
ISL Engineering College,"Osmania University, Hyderabad","Chandrayangutta, Bandlaguda,  Hyderabad-500 005,",,Telangana,2(f),2008.0,Master's,Non Government,Unaided,colleges,Chandrayangutta,Bandlaguda,,,,0.6000000000000001,,False,True
Islamia Arts & Science College,"Kakatiya University, Warangal","Warangal, District Warangal - 506 007",,Telangana,2(f) and 12(B),1973.0,Bachelor's,Non Government,,colleges,Warangal,District Warangal,,,,0.6000000000000001,,False,True
Islamia College,"Pandit Deendayal Upadhyaya Shekhawati University, Sikar","Kargil Shahid Marg, Mohalla Islamia School, Ward No. 10 New, Dist. Sikar – 332 001, Rajasthan",Sikar,Rajasthan,2(f),2010.0,Master's,Non Government,Unaided,colleges,Kargil Shahid Marg,Mohalla Islamia School,,,,0.6000000000000001,Sikar,False,True
Islamia College for women,"Kashmir University, Srinagar","Sopore, Dist. Kashmir",Kashmir,Jammu and Kashmir,2(f) and 12(B),1971.0,Bachelor's,Non Government,,colleges,Sopore,Dist. Kashmir,,,,0.6000000000000001,Kashmir,False,True
Islamia College of Commerce,"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur","Baxipur, District Gorakhpur",,Uttar Pradesh,2(f) and 12(B),1991.0,Master's,Non Government,,colleges,Baxipur,District Gorakhpur,,,,0.6000000000000001,,False,True
"Islamia College of Law,","Choudhary Charan Singh Haryana Agricultural University, Hisar","Near Indira Park, Deoband, Distt. Saharanpur – 247 554",Saharanpur,Uttar Pradesh,2(f),2010.0,Bachelor's,Non Government,Unaided,colleges,Near Indira Park,Deoband,,,,0.6000000000000001,Saharanpur,False,True
Islamia College of Science & Commerce,"Kashmir University, Srinagar","Srinagar, Dist. Srinagar",Kashmir,Jammu and Kashmir,2(f) and 12(B),1961.0,Bachelor's,Non Government,,colleges,Srinagar,Dist. Srinagar,,,,0.6000000000000001,Kashmir,False,True
Islamia Degree College,"Choudhary Charan Singh University, Meerut","Near Indira Park, Deoband, Dist. Saharanpur - 247 554",,Uttar Pradesh,2(f) and 12(B),2002.0,Bachelor's,Non Government,Unaided,colleges,Near Indira Park,Deoband,,,,0.6000000000000001,,False,True
Islamia Degree College,"Choudhary Charan Singh University, Meerut","Eidgah Road, Saharanpur – 247 001",Saharanpur,Uttar Pradesh,2(f) and 12(B),2006.0,Bachelor's,Non Government,Unaided,colleges,Eidgah Road,Saharanpur – 247 001,,,,0.6000000000000001,Saharanpur,False,True
Islamia Faridiya College of Education,"Jammu University, Jammu Tawi","Chenab Valley, Kishtwar",Jammu,Jammu and Kashmir,2(f),2001.0,Bachelor's,Non Government,,colleges,Chenab Valley,Kishtwar,,,,0.6000000000000001,Jammu,False,True
Islamia Karimia Degree College,"Devi Ahilya Vishwavidyalaya, Indore","Sanyogitaganj, Dist. Indore - 425 001",,Madhya Pradesh,2(f) and 12(B),1964.0,Master's,Non Government,,colleges,Sanyogitaganj,Dist. Indore,,,,0.6000000000000001,,False,True
Islamiah College,"Thiruvalluvar University, Vellore","Vaniyambadi, District Vellore - 635 752",Vellore,Tamil Nadu,2(f) and 12(B),1921.0,Master's,Non Government,Aided,colleges,Vaniyambadi,District Vellore,,,,0.6000000000000001,Vellore,False,True
Islamiah Women’s Arts and Science College,"Thiruvalluvar University, Vellore","Newtown Vaniyambadi – 635 752,",,Tamil Nadu,2(f) and 12(B),1997.0,Bachelor's,Non Government,Unaided,colleges,Newtown Vaniyambadi – 635 752,,,,,0.2,,False,True
Islamiya Degree College,"Choudhary Charan Singh University, Meerut",Deoband (Saharanpur),Saharanpur,Uttar Pradesh,2(f),2002.0,Bachelor's,Non Government,,colleges,Deoband (Saharanpur),,,,,0.2,Saharanpur,False,True
Islamiya Mahila Mahavidyalaya,"Siddharth University, Kapilvastu","Harpur Chowk, Distt. Maharajganj – 273 301, Uttar Pradesh",,Uttar Pradesh,2(f),2013.0,Bachelor's,Non Government,Unaided,colleges,Harpur Chowk,Distt. Maharajganj – 273 301,,,,0.6000000000000001,,False,True
Islampur College,"North Bengal University, Darjeeling","Islampur, West Dinajpur - 733 202",,West Bengal,2(f) and 12(B),1973.0,Bachelor's,Non Government,,colleges,Islampur,West Dinajpur,,,,0.6000000000000001,,False,True
Ismail National Mahila (P.G.) College,"Choudhary Charan Singh University, Meerut","Budhana Gate, Meerut, District Meerut - 250 002",Meerut,Uttar Pradesh,2(f) and 12(B),1962.0,Master's,Non Government,Aided,colleges,Budhana Gate,Meerut,,,,0.6000000000000001,Meerut,False,True
"Ismail Yusuf College of Arts, Science & Commerce","Mumbai University, Mumbai","Jogeshwari, Dist. Mumbai - 60",Mumbai,Maharashtra,2(f) and 12(B),1930.0,Master's,Government,,colleges,Jogeshwari,Dist. Mumbai,,,,0.6000000000000001,Mumbai,False,True
Ismailsaheb Mulla Law College,"Shivaji University, Kolhapur",Satara - 415 001,Satara,Maharashtra,2(f) and 12(B),1968.0,Bachelor's,Non Government,,colleges,Satara,415 001,,,,0.6000000000000001,Satara,False,True
Ispat College,"Sambalpur University, Sambalpur","Rourkela, District Sundargarh",Sundargarh,Odisha,2(f) and 12(B),1980.0,Bachelor's,Non Government,,colleges,Rourkela,District Sundargarh,,,,0.6000000000000001,Sundargarh,False,True
Iswar Chandra Vidyasagar College,"Tripura University, Agartala","Belonia, District South Tripura",South Tripura,Tripura,2(f) and 12(B),1964.0,Bachelor's,Government,,colleges,Belonia,District South Tripura,,,,0.6000000000000001,South Tripura,False,True
Iswar Saran Degree College,"University of Allahabad, Allahabad","Allahabad, District Allahabad",,Uttar Pradesh,2(f) and 12(B),1970.0,Bachelor's,Constituent,,colleges,Allahabad,District Allahabad,,,,0.6000000000000001,,False,True
J J College of Engineering and Technology,"Anna University, Chennai","Ammapettai, Poolangulathupatti Post, Trichy-620 009, Tamil Nadu",Trichy,Tamil Nadu,2(f),1994.0,Master's,Non-Government,Unaided,colleges,Ammapettai,Poolangulathupatti Post,,,,0.6000000000000001,Trichy,False,True
J. Buana College,"Mizoram University, Aizawl",Lunglei-796 701,Lunglei,Mizoram,2(f) and 12(B),1983.0,Bachelor's,Non Government,,colleges,Lunglei,796 701,,,,0.6000000000000001,Lunglei,False,True
J. K. College of Education,"Jammu University, Jammu Tawi","Kunjwani, Jammu -180 010",Jammu,Jammu and Kashmir,2(f),2006.0,Bachelor's,Non Government,,colleges,Kunjwani,Jammu,,,,0.6000000000000001,Jammu,False,True
J. P. Institute of Education,"Choudhary Charan Singh University, Meerut","P.O. Rajpura, Mawana Road, Meerut",Meerut,Uttar Pradesh,2(f),2000.0,Bachelor's,Non Government,,colleges,P.O. Rajpura,Mawana Road,,,,0.6000000000000001,Meerut,False,True
J. Thankima College,"Mizoram University, Aizawl","Aizawl, Mizoram",Aizawl,Mizoram,2(f) and 12(B),1992.0,Bachelor's,Non Government,,colleges,Aizawl,Mizoram,,,,0.6000000000000001,Aizawl,False,True
J.B. College,"Dibrugarh University, Dibrugarh","Barpatra Ali, District Jorhat - 785 001",Jorhat,Assam,2(f) and 12(B),1930.0,Master's,Non Government,Unaided,colleges,Barpatra Ali,District Jorhat,,,,0.6000000000000001,Jorhat,False,True
J.B. Institute of Engineering & Technology,"Jawaharlal Nehru Technological University, Hyderabad","Yenkapally, Moinabad Mandal,P.O. Himayathnagar, R.R. District, Hyderabad – 500 075",Hyderabad,Telangana,2(f) and 12(B),1998.0,Master's,Non Government,Unaided,colleges,Yenkapally,Moinabad Mandal,,,,0.6000000000000001,Hyderabad,False,True
J.B. Sawant Education Society’s Tikambhai Metha Commerce College,"Mumbai University, Mumbai","At. & Post - Mangaon, Dist. Raigad – 402 104",Raigarh,Maharashtra,2(f) and 12(B),1989.0,Bachelor's,Non Government,Aided,colleges,At. & Post,Mangaon,,,,0.6000000000000001,Raigarh,False,True
J.B. shah Girls College,"Rajasthan University, Jaipur","Jhunjhunun, District Jhunjhunun",Jhunjhunun,Rajasthan,2(f) and 12(B),1982.0,Master's,Non Government,,colleges,Jhunjhunun,District Jhunjhunun,,,,0.6000000000000001,Jhunjhunun,False,True
J.B.S. Dhanour College,"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur","Bakuchi, District Muzaffarpur",Muzaffarpur,Bihar,2(f) and 12(B),1971.0,Bachelor's,Government,,colleges,Bakuchi,District Muzaffarpur,,,,0.6000000000000001,Muzaffarpur,False,True
J.B.S. Mahavidyalaya,"Dr Ram Manohar Lohia Awadh University, Faizabad","Dulhadepur, Tikait Nagar, Barabanki – 225 415",Bara Banki,Uttar Pradesh,2(f) and 12(B),2010.0,Bachelor's,Non Government,Unaided,colleges,Dulhadepur,Tikait Nagar,,,,0.6000000000000001,Bara Banki,False,True
J.B.S.P. Mandal’s Arts & Science College,"Dr. Babasaheb Ambedkar Marathwada University, Aurangabad","Patoda, District Beed-414 204",,Maharashtra,2(f) and 12(B),1989.0,Bachelor's,Non Government,,colleges,Patoda,District Beed,,,,0.6000000000000001,,False,True
J.C. D.A.V. College,"Punjab University, Chandigarh","Dasuya, District Hoshiarpur",Hoshiarpur,Punjab,2(f) and 12(B),1971.0,Bachelor's,Non Government,,colleges,Dasuya,District Hoshiarpur,,,,0.6000000000000001,Hoshiarpur,False,True
J.C. Kumarappa Mahavidyalaya,"Maharaja Krishnakumarsinhji Bhavnagar University, Bhavnagar","Gadhada (Swa.), Dist. Botad - 364 750",Bhavnagar,Gujarat,2(f) and 12(B),1990.0,Bachelor's,Non Government,Aided,colleges,Gadhada (Swa.),Dist. Botad,,,,0.6000000000000001,Bhavnagar,False,True
J.C. Mills Girls College,"Jiwaji University, Gwalior","Birla Nagar, Dist. Gwalior",Gwalior,Madhya Pradesh,2(f) and 12(B),1976.0,Master's,Non Government,,colleges,Birla Nagar,Dist. Gwalior,,,,0.6000000000000001,Gwalior,False,True
J.C.E. Trust Sanchilit Commerce College,"Saurashtra University, Rajkot","Junagadh, Junagadh Dist.",Junagadh,Gujarat,2(f) and 12(B),1969.0,Bachelor's,Non Government,,colleges,Junagadh,Junagadh Dist.,,,,0.6000000000000001,Junagadh,False,True
J.D. Birla Institute,"Jadavpur University, Kolkata","11 - Lower Rawdon Street, Calcutta - 20, District Calcutta",Kolkata,West Bengal,2(f) and 12(B),1962.0,Bachelor's,Non Government,,colleges,11,Lower Rawdon Street,,,,0.6000000000000001,Kolkata,False,True
J.D. College of Engineering & Management,"Dr. Babasaheb Ambedkar Technological University, Lonere","At. Khandala, Post – Valni, Katol Road, Nagpur – 441 501",Nagpur,Maharashtra,2(f) and 12(B),2008.0,Master's,Non Government,Unaided,colleges,At. Khandala,Post – Valni,,,,0.6000000000000001,Nagpur,False,True
J.D. Patil Sangludkar arts & Commerce College,"Sant Gadge Baba Amravati University, Amravati","Daryapur, Dist. Amravati",Amravati,Maharashtra,2(f) and 12(B),1961.0,Bachelor's,Non Government,,colleges,Daryapur,Dist. Amravati,,,,0.6000000000000001,Amravati,False,True
J.D. Women's College,"Magadh University, Bodh Gaya","Boring Road, Patna, District Patna",Patna,Bihar,2(f) and 12(B),1973.0,Master's,Government,,colleges,Boring Road,Patna,,,,0.6000000000000001,Patna,False,True
J.D.C. Bytco Institute of Management Studies & Research,"Savitribai Phule Pune University, Pune","Prin. T. A. Kulkarni Vidyanagar, Nashik – 422 005",Nashik,Maharashtra,2(f) and 12(B),1968.0,Master's,Non Government,Unaided,colleges,Prin. T. A. Kulkarni Vidyanagar,Nashik – 422 005,,,,0.6000000000000001,Nashik,False,True
J.D.J.B. Anand Degree College,"Dr Ram Manohar Lohia Awadh University, Faizabad","Dhanwari, Khemapur, Ambedkar Nagar – 224 157",Ambedkar Nagar,Uttar Pradesh,2(f) and 12(B),2005.0,Bachelor's,Non Government,Unaided,colleges,Dhanwari,Khemapur,,,,0.6000000000000001,Ambedkar Nagar,False,True
"J.D.M.V.P Co-op. Samaj’s Arts, Commerce & Science College","Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon","Yawal, Dist. Jalgaon - 425 301",Jalgaon,Maharashtra,2(f),1983.0,Bachelor's,Non Government,Aided,colleges,Yawal,Dist. Jalgaon,,,,0.6000000000000001,Jalgaon,False,True
"J.D.M.V.P. Co-op. Samaj’s Arts, Science & Commerce  College","Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon","Varangaon, Tal. Bhusawal,  District Jalgaon",Jalgaon,Maharashtra,2(f),1986.0,Bachelor's,Non Government,,colleges,Varangaon,Tal. Bhusawal,,,,0.6000000000000001,Jalgaon,False,True
J.D.S. Degree College,"M.J.P.Rohilkhand University, Bareilly","Bhagwanpur Bhuta, Bareilly - 243 126",Bareilly,Uttar Pradesh,2(f) and 12(B),2014.0,Bachelor's,Non Government,Unaided,colleges,Bhagwanpur Bhuta,Bareilly,,,,0.6000000000000001,Bareilly,False,True
J.D.S.G. College,"Dibrugarh University, Dibrugarh","Bokakhat, District Golaghat",Golaghat,Assam,2(f) and 12(B),1964.0,Bachelor's,Non Government,,colleges,Bokakhat,District Golaghat,,,,0.6000000000000001,Golaghat,False,True
J.G. College,"Gujarat University, Ahmedabad",Ahmedabad-380 054,Ahmadabad,Gujarat,2(f),1999.0,Bachelor's,Non Government,,colleges,Ahmedabad,380 054,,,,0.6000000000000001,Ahmadabad,False,True
J.G. College of Commerce,"Karnataka University, Dharwad","Hubli, Dist. Dharwad",Dharwad,Karnataka,2(f) and 12(B),1947.0,Bachelor's,Non Government,,colleges,Hubli,Dist. Dharwad,,,,0.6000000000000001,Dharwad,False,True
J.H. Bhalodia Women’s College,"Saurashtra University, Rajkot","Kalavad Road,  Opp. Jalaram Petrol Pump, Rajkot – 360 007",Rajkot,Gujarat,2(f) and 12(B),1991.0,Bachelor's,Non Government,,colleges,Kalavad Road,Opp. Jalaram Petrol Pump,,,,0.6000000000000001,Rajkot,False,True
J.J. College,"Magadh University, Bodh Gaya","Gaya, District Gaya",Gaya,Bihar,2(f) and 12(B),1959.0,Bachelor's,Government,,colleges,Gaya,District Gaya,,,,0.6000000000000001,Gaya,False,True
J.J. College,"Vinoba Bhave University, Hazaribagh","Jhumaritaliya, Dist. Hazaribag",Hazaribagh,Jharkhand,2(f) and 12(B),1960.0,Bachelor's,Government,,colleges,Jhumaritaliya,Dist. Hazaribag,,,,0.6000000000000001,Hazaribagh,False,True
J.J. College of Education,"Tamil Nadu Teacher Education University, Chennai","J.J. Nagar, Sivapuram Post, Pudukkottai – 622 422",Pudukkottai,Tamil Nadu,2(f),2006.0,Master's,Non Government,Unaided,colleges,J.J. Nagar,Sivapuram Post,,,,0.6000000000000001,Pudukkottai,False,True
J.J.College,"Veer Kunwar Singh University, Arrah","Arrah, District Bhojpur",Bhojpur,Bihar,2(f) and 12(B),1960.0,Bachelor's,Government,,colleges,Arrah,District Bhojpur,,,,0.6000000000000001,Bhojpur,False,True
J.J.College of Arts & Science,"Bharathidasan University, Tiruchirapalli","J.J. Nagar, Sivapuram, Manamasamuthram,  District Pudukkottai - 622 404",Pudukkottai,Tamil Nadu,2(f) and 12(B),1994.0,Master's,Non Government,,colleges,J.J. Nagar,Sivapuram,,,,0.6000000000000001,Pudukkottai,False,True
J.J.M. Medical College,"Rajiv Gandhi University of Health Science, Bangalore","Davangere, Dist. Devangere",Davanagere,Karnataka,2(f) and 12(B),1965.0,Bachelor's,Non Government,,colleges,Davangere,Dist. Devangere,,,,0.6000000000000001,Davanagere,False,True
J.K.K. Munirajah College of Technology,"Anna University, Chennai","Thookanaikenpalayam-638 506,  Gobi (TK), Erode(DT)",,Maharashtra,2(f),2008.0,Master's,Non Government,Unaided,colleges,Thookanaikenpalayam,638 506,,,,0.6000000000000001,,False,True
J.K.K. Nataraja College of Arts & Science,"Periyar University, Salem","Komarapalaya, District Namakkal - 638 183",Namakkal,Tamil Nadu,2(f) and 12(B),1974.0,Master's,Non Government,,colleges,Komarapalaya,District Namakkal,,,,0.6000000000000001,Namakkal,False,True
J.K.K. Nataraja College of Engineering and Technology,"Anna University, Chennai","Natarajapuram, NH-544 (Salem to Coimbatore), Kumarapalayam, Dt. Namakkal",Namakkal,Tamil Nadu,2(f),2009.0,Master's,Non-Government,Unaided,colleges,Natarajapuram,NH,,,,0.6000000000000001,Namakkal,False,True
J.K.K. Nataraja Dental College & Hospital,"The Tamil Nadu Dr. M.G.R. Medical University,Chennai","Natarajapuram,NH-544 (Salem to Coimbatore), Kumarapalayam-638 183, Dt. Namakkal",,Tamil Nadu,2(f),1987.0,Master's,Non Government,Unaided,colleges,Natarajapuram,NH,,,,0.6000000000000001,,False,True
J.K.K. Nattraja College of Pharmacy,"The Tamil Nadu Dr. M.G.R. Medical University, Chennai.","Natarajapuram, NH-544 (Salem to Coimbatore), Kumarapalayam-638183, Dt. Namakkal",Namakkal,Tamil Nadu,2(f),1985.0,Master's,Non-Government,Unaided,colleges,Natarajapuram,NH,,,,0.6000000000000001,Namakkal,False,True
